,Job Title,Company,Experience,Salary,Requirements,Link
149,Support Manager,ТОО Wolt TechnologiesKazakhstan (Вольт Технолоджис Казахстан),Опыт 3-6 лет,до 650 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108459464?hhtmFrom=vacancy_search_list
150,Java Backend Developer,АО Kcell,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108475336?hhtmFrom=vacancy_search_list
151,Программист-разработчик,ТОО СОЛО ЛЛП (SOLO LLP),Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107916955?hhtmFrom=vacancy_search_list
152,Инженер Технической поддержки Сетевой Безопасности (Security),ТОО Winncom Technologies/Уиннком Технолоджис,Опыт 3-6 лет,500 000 – 1 000 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108612545?hhtmFrom=vacancy_search_list
153,Бизнес-аналитик/BA,Not specified,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108590136?hhtmFrom=vacancy_search_list
154,QA enjeneer,ТОО КОМПАНИЯ Э-КОМ ПРАЙМ,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107300254?hhtmFrom=vacancy_search_list
155,Senior PHP developer,ТОО Kulan Oil,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108804561?hhtmFrom=vacancy_search_list
156,Дежурный инженер мониторинга (Senior),ТОО ЕСРК IT,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108243263?hhtmFrom=vacancy_search_list
157,Datacom Engineer,ТОО Хуавей Текнолоджиз Казахстан,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108747135?hhtmFrom=vacancy_search_list
158,Программист 1С,ТОО ASTER AUTO,Без опыта,300 000 – 1 500 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108037724?hhtmFrom=vacancy_search_list
159,Head of engineering,Teez,Опыт более 6&nbsp;лет,от 3 000 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107553196?hhtmFrom=vacancy_search_list
160,DevOps Engineer (стажер),ТОО U-FUTURE,Без опыта,Not specified,Not specified,https://almaty.hh.kz/vacancy/107587041?hhtmFrom=vacancy_search_list
161,Разработчик Big Data,"Beeline, ТМ",Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108619153?hhtmFrom=vacancy_search_list
162,Руководитель/Старший Инженер Отдела сети передачи данных,ТОО KazNetCom,Опыт более 6&nbsp;лет,800 000 – 1 200 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108381812?hhtmFrom=vacancy_search_list
163,Инженер по нагрузочному тестированию,ООО Альфа Сервис,Без опыта,от 1 200 $ на руки,Not specified,https://almaty.hh.kz/vacancy/108521618?hhtmFrom=vacancy_search_list
164,Системный аналитик,ТОО Ракетная фирма,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107740993?hhtmFrom=vacancy_search_list
165,Middle+ Data Analyst,HR Prime,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108737028?hhtmFrom=vacancy_search_list
166,Мы приглашаем талантливого системного аналитика в IT-компанию!,ООО FOM GROUP,Опыт 3-6 лет,от 1 500 $ на руки,Not specified,https://almaty.hh.kz/vacancy/108518785?hhtmFrom=vacancy_search_list
167,Project Manager,ТОО Неткрэкер Текнолоджи Казахстан,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108620283?hhtmFrom=vacancy_search_list
168,Flutter разработчик,ТОО Rocket Pharm,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108618095?hhtmFrom=vacancy_search_list
169,QA тестировщик,ТОО Birdhouse,Опыт 1-3 года,до 400 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107940094?hhtmFrom=vacancy_search_list
170,Специалист по IT,ООО Калькедон Строй,Опыт 1-3 года,130 000 – 150 000 ₽ на руки,Not specified,https://almaty.hh.kz/vacancy/108825999?hhtmFrom=vacancy_search_list
171,Developer (Freelance or Full-Time),GMZ Car Rental,Опыт 1-3 года,1 000 – 3 500 $ на руки,Not specified,https://almaty.hh.kz/vacancy/108218394?hhtmFrom=vacancy_search_list
172,Системный администратор,ТОО ABIS Investments,Опыт 1-3 года,250 000 – 350 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108514653?hhtmFrom=vacancy_search_list
173,Специалист по обработке заказов в компанию Интертоп,"ТОО Интертоп Центральная Азия ,ТМ (INTERTOP)",Без опыта,165 000 – 210 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107099561?hhtmFrom=vacancy_search_list
174,Инженер технической поддержки,ТОО JMart,Без опыта,до 200 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108387759?hhtmFrom=vacancy_search_list
175,Администратор Linux,"АО Страховая компания Халык, ДО Народного Банка Казахстана",Опыт 3-6 лет,от 700 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108626358?hhtmFrom=vacancy_search_list
176,Системный аналитик в BigData,АО Kcell,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108861226?hhtmFrom=vacancy_search_list
177,Технический директор (CTO),ТОО Mediabet,Опыт 3-6 лет,3 000 – 4 000 $ на руки,Not specified,https://almaty.hh.kz/vacancy/108502659?hhtmFrom=vacancy_search_list
178,IT HelpDesk L2 Engineer,ТОО Неткрэкер Текнолоджи Казахстан,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108718286?hhtmFrom=vacancy_search_list
179,Системный администратор,ИП Strength,Опыт 1-3 года,250 000 – 300 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107565810?hhtmFrom=vacancy_search_list
180,Специалист службы технической поддержки,ТОО Prime Connections (Прайм конэкшнс),Без опыта,300 000 – 350 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/106503268?hhtmFrom=vacancy_search_list
181,Специалист по IT,ТОО MGAME ALMATY (МГЕЙМ АЛМАТЫ),Опыт 1-3 года,300 000 – 350 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108030500?hhtmFrom=vacancy_search_list
182,Data Engineer (контракт 3 месяца),ТОО Prime Source,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108123400?hhtmFrom=vacancy_search_list
183,Devops engineer,Лосева Виктория,Опыт более 6&nbsp;лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108557910?hhtmFrom=vacancy_search_list
184,Fullstack-разработчик,"ТОО KAZPARTS, ТОО",Опыт 1-3 года,500 000 – 1 000 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108353713?hhtmFrom=vacancy_search_list
185,Специалист по внедрению и поддержке систем IT,ТОО Oi-Qaragai,Без опыта,350 000 – 380 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107916048?hhtmFrom=vacancy_search_list
186,Специалист технической поддержки (B2B),ТОО ЕСРК IT,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107750452?hhtmFrom=vacancy_search_list
187,Data Scientist,HamkorBank,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108542816?hhtmFrom=vacancy_search_list
188,Backend-разработчик,ТОО Первомайские деликатесы,Опыт 1-3 года,от 500 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/105743815?hhtmFrom=vacancy_search_list
189,Бизнес-ассистент для предпринимателя клинической сферы,ИП Зинулла А.С,Опыт 1-3 года,500 000 – 600 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108238202?hhtmFrom=vacancy_search_list
190,Младший специалист технической поддержки,ООО Иксстек,Без опыта,Not specified,Not specified,https://almaty.hh.kz/vacancy/108198830?hhtmFrom=vacancy_search_list
191,Java-разработчик,АО Kolesa (АО Колеса),Опыт 3-6 лет,1 100 000 – 1 300 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/104073515?hhtmFrom=vacancy_search_list
192,Вusiness Analyst,ТОО Авара Ай Ти Казахстан,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108860977?hhtmFrom=vacancy_search_list
193,Pre-Sales engineer (Сетевой инженер),"ТОО Abris Distribution Kazakhstan, Филиал Компании в Казахстане",Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/107972220?hhtmFrom=vacancy_search_list
194,"Инженер-программист (Алматы, Астана, Уральск)",ТОО БатысМунайГазЖабдыктары,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108386388?hhtmFrom=vacancy_search_list
195,Java developer,АО Народный банк Казахстана,Без опыта,Not specified,Not specified,https://almaty.hh.kz/vacancy/107800574?hhtmFrom=vacancy_search_list
196,"C# Разработчик, Middle",ТОО OXY PAY (ОКСИ ПЭЙ),Опыт 3-6 лет,от 500 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108678771?hhtmFrom=vacancy_search_list
197,Руководитель службы поддержки,Skyline Solutions,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107980076?hhtmFrom=vacancy_search_list
198,Специалист в технический отдел,ТОО AKMIR Kazakhstan,Опыт 1-3 года,от 350 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/108826943?hhtmFrom=vacancy_search_list
199,Intern/Business Analyst – Digital Assurance team (IT Audit Group),Deloitte DKU,Без опыта,от 250 000 ₸ до вычета налогов,Not specified,https://almaty.hh.kz/vacancy/107944971?hhtmFrom=vacancy_search_list
200,"Преподаватель по курсу ""Django""",ТОО ITSTEP Academy Almaty,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108799154?hhtmFrom=vacancy_search_list
201,Аналитик SQL,Finist Lab,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107503938?hhtmFrom=vacancy_search_list
202,Старший инженер мониторинга,ООО Иксстек,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/103054802?hhtmFrom=vacancy_search_list
203,Специалист службы заботы о клиентах,ТОО GO SOLUTION,Опыт 1-3 года,200 000 – 300 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108814247?hhtmFrom=vacancy_search_list
204,Системный администратор,ТОО Orhun Medical,Опыт 1-3 года,300 000 – 300 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108185320?hhtmFrom=vacancy_search_list
205,.Net Разработчик Junior +,ТОО Business Applications Solutions,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/108501333?hhtmFrom=vacancy_search_list
206,Специалист технической поддержки,Публичная Компания «Freedom Finance Global PLC»,Без опыта,Not specified,Not specified,https://almaty.hh.kz/vacancy/107910634?hhtmFrom=vacancy_search_list
207,Администратор баз данных,АО Банк ЦентрКредит,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108731470?hhtmFrom=vacancy_search_list
208,Full-Stack разработчик (PHP),АО Алма Телекоммуникейшнс Казахстан (ALMA +),Опыт 3-6 лет,от 300 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/108711119?hhtmFrom=vacancy_search_list
209,QA Engineer / Тестировщик ПО,ТОО Аврора Холдинг,Опыт 1-3 года,Not specified,Not specified,https://almaty.hh.kz/vacancy/107832551?hhtmFrom=vacancy_search_list
210,Web-developer (Middle/senior),АО Народный банк Казахстана,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108453566?hhtmFrom=vacancy_search_list
211,Специалист технической поддержки,Уют Телеком,Без опыта,от 200 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107939404?hhtmFrom=vacancy_search_list
212,Специалист по камерам,ТОО Бату travel компаниясы,Опыт 1-3 года,280 000 – 285 000 ₸ на руки,Not specified,https://almaty.hh.kz/vacancy/107027651?hhtmFrom=vacancy_search_list
213,Директор SDUPress,Учреждение SDU University,Опыт 3-6 лет,Not specified,Not specified,https://almaty.hh.kz/vacancy/108848887?hhtmFrom=vacancy_search_list
