Job Title;Company;Experience;Salary;Link
Руководитель/Старший Инженер Отдела сети передачи данных;ТОО KazNetCom;"Опыт более 6&nbsp;лет";800 000 – 1 200 000 ₸ на руки;https://almaty.hh.kz/vacancy/108381812?hhtmFrom=vacancy_search_list
Инженер по нагрузочному тестированию;ООО Альфа Сервис;Без опыта;от 1 200 $ на руки;https://almaty.hh.kz/vacancy/108521618?hhtmFrom=vacancy_search_list
Системный аналитик;ТОО Ракетная фирма;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107740993?hhtmFrom=vacancy_search_list
Middle+ Data Analyst;HR Prime;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108737028?hhtmFrom=vacancy_search_list
Мы приглашаем талантливого системного аналитика в IT-компанию!;ООО FOM GROUP;Опыт 3-6 лет;от 1 500 $ на руки;https://almaty.hh.kz/vacancy/108518785?hhtmFrom=vacancy_search_list
Project Manager;ТОО Неткрэкер Текнолоджи Казахстан;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108620283?hhtmFrom=vacancy_search_list
Flutter разработчик;ТОО Rocket Pharm;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108618095?hhtmFrom=vacancy_search_list
QA тестировщик;ТОО Birdhouse;Опыт 1-3 года;до 400 000 ₸ на руки;https://almaty.hh.kz/vacancy/107940094?hhtmFrom=vacancy_search_list
Специалист по IT;ООО Калькедон Строй;Опыт 1-3 года;130 000 – 150 000 ₽ на руки;https://almaty.hh.kz/vacancy/108825999?hhtmFrom=vacancy_search_list
Developer (Freelance or Full-Time);GMZ Car Rental;Опыт 1-3 года;1 000 – 3 500 $ на руки;https://almaty.hh.kz/vacancy/108218394?hhtmFrom=vacancy_search_list
Системный администратор;ТОО ABIS Investments;Опыт 1-3 года;250 000 – 350 000 ₸ на руки;https://almaty.hh.kz/vacancy/108514653?hhtmFrom=vacancy_search_list
Специалист по обработке заказов в компанию Интертоп;ТОО Интертоп Центральная Азия ,ТМ (INTERTOP);Без опыта;165 000 – 210 000 ₸ на руки;https://almaty.hh.kz/vacancy/107099561?hhtmFrom=vacancy_search_list
Инженер технической поддержки;ТОО JMart;Без опыта;до 200 000 ₸ на руки;https://almaty.hh.kz/vacancy/108387759?hhtmFrom=vacancy_search_list
Администратор Linux;АО Страховая компания Халык, ДО Народного Банка Казахстана;Опыт 3-6 лет;от 700 000 ₸ на руки;https://almaty.hh.kz/vacancy/108626358?hhtmFrom=vacancy_search_list
Системный аналитик в BigData;АО Kcell;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108861226?hhtmFrom=vacancy_search_list
Технический директор (CTO);ТОО Mediabet;Опыт 3-6 лет;3 000 – 4 000 $ на руки;https://almaty.hh.kz/vacancy/108502659?hhtmFrom=vacancy_search_list
IT HelpDesk L2 Engineer;ТОО Неткрэкер Текнолоджи Казахстан;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108718286?hhtmFrom=vacancy_search_list
Системный администратор;ИП Strength;Опыт 1-3 года;250 000 – 300 000 ₸ на руки;https://almaty.hh.kz/vacancy/107565810?hhtmFrom=vacancy_search_list
Специалист службы технической поддержки;ТОО Prime Connections (Прайм конэкшнс);Без опыта;300 000 – 350 000 ₸ на руки;https://almaty.hh.kz/vacancy/106503268?hhtmFrom=vacancy_search_list
Специалист по IT;ТОО MGAME ALMATY (МГЕЙМ АЛМАТЫ);Опыт 1-3 года;300 000 – 350 000 ₸ на руки;https://almaty.hh.kz/vacancy/108030500?hhtmFrom=vacancy_search_list
Data Engineer (контракт 3 месяца);ТОО Prime Source;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108123400?hhtmFrom=vacancy_search_list
Devops engineer;Лосева Виктория;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108557910?hhtmFrom=vacancy_search_list
Fullstack-разработчик;ТОО KAZPARTS, ТОО;Опыт 1-3 года;500 000 – 1 000 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/108353713?hhtmFrom=vacancy_search_list
Специалист по внедрению и поддержке систем IT;ТОО Oi-Qaragai;Без опыта;350 000 – 380 000 ₸ на руки;https://almaty.hh.kz/vacancy/107916048?hhtmFrom=vacancy_search_list
Специалист технической поддержки (B2B);ТОО ЕСРК IT;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107750452?hhtmFrom=vacancy_search_list
Data Scientist;HamkorBank;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108542816?hhtmFrom=vacancy_search_list
Backend-разработчик;ТОО Первомайские деликатесы;Опыт 1-3 года;от 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/105743815?hhtmFrom=vacancy_search_list
Бизнес-ассистент для предпринимателя клинической сферы;ИП Зинулла А.С;Опыт 1-3 года;500 000 – 600 000 ₸ на руки;https://almaty.hh.kz/vacancy/108238202?hhtmFrom=vacancy_search_list
Младший специалист технической поддержки;ООО Иксстек;Без опыта;Not specified;https://almaty.hh.kz/vacancy/108198830?hhtmFrom=vacancy_search_list
Java-разработчик;АО Kolesa (АО Колеса);Опыт 3-6 лет;1 100 000 – 1 300 000 ₸ на руки;https://almaty.hh.kz/vacancy/104073515?hhtmFrom=vacancy_search_list
Вusiness Analyst;ТОО Авара Ай Ти Казахстан;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108860977?hhtmFrom=vacancy_search_list
Pre-Sales engineer (Сетевой инженер);ТОО Abris Distribution Kazakhstan, Филиал Компании в Казахстане;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107972220?hhtmFrom=vacancy_search_list
Инженер-программист (Алматы, Астана, Уральск);ТОО БатысМунайГазЖабдыктары;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108386388?hhtmFrom=vacancy_search_list
Java developer;АО Народный банк Казахстана;Без опыта;Not specified;https://almaty.hh.kz/vacancy/107800574?hhtmFrom=vacancy_search_list
C# Разработчик, Middle;ТОО OXY PAY (ОКСИ ПЭЙ);Опыт 3-6 лет;от 500 000 ₸ на руки;https://almaty.hh.kz/vacancy/108678771?hhtmFrom=vacancy_search_list
Руководитель службы поддержки;Skyline Solutions;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107980076?hhtmFrom=vacancy_search_list
Специалист в технический отдел;ТОО AKMIR Kazakhstan;Опыт 1-3 года;от 350 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/108826943?hhtmFrom=vacancy_search_list
Intern/Business Analyst – Digital Assurance team (IT Audit Group);Deloitte DKU;Без опыта;от 250 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107944971?hhtmFrom=vacancy_search_list
"Преподаватель по курсу ""Django""";ТОО ITSTEP Academy Almaty;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108799154?hhtmFrom=vacancy_search_list
Аналитик SQL;Finist Lab;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107503938?hhtmFrom=vacancy_search_list
Старший инженер мониторинга;ООО Иксстек;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/103054802?hhtmFrom=vacancy_search_list
Специалист службы заботы о клиентах;ТОО GO SOLUTION;Опыт 1-3 года;200 000 – 300 000 ₸ на руки;https://almaty.hh.kz/vacancy/108814247?hhtmFrom=vacancy_search_list
Системный администратор;ТОО Orhun Medical;Опыт 1-3 года;300 000 – 300 000 ₸ на руки;https://almaty.hh.kz/vacancy/108185320?hhtmFrom=vacancy_search_list
.Net Разработчик Junior +;ТОО Business Applications Solutions;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/108501333?hhtmFrom=vacancy_search_list
Специалист технической поддержки;Публичная Компания «Freedom Finance Global PLC»;Без опыта;Not specified;https://almaty.hh.kz/vacancy/107910634?hhtmFrom=vacancy_search_list
Администратор баз данных;АО Банк ЦентрКредит;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108731470?hhtmFrom=vacancy_search_list
Full-Stack разработчик (PHP);АО Алма Телекоммуникейшнс Казахстан (ALMA +);Опыт 3-6 лет;от 300 000 ₸ на руки;https://almaty.hh.kz/vacancy/108711119?hhtmFrom=vacancy_search_list
QA Engineer / Тестировщик ПО;ТОО Аврора Холдинг;Опыт 1-3 года;Not specified;https://almaty.hh.kz/vacancy/107832551?hhtmFrom=vacancy_search_list
Web-developer (Middle/senior);АО Народный банк Казахстана;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108453566?hhtmFrom=vacancy_search_list
Специалист технической поддержки;Уют Телеком;Без опыта;от 200 000 ₸ на руки;https://almaty.hh.kz/vacancy/107939404?hhtmFrom=vacancy_search_list
Специалист по камерам;ТОО Бату travel компаниясы;Опыт 1-3 года;280 000 – 285 000 ₸ на руки;https://almaty.hh.kz/vacancy/107027651?hhtmFrom=vacancy_search_list
Директор SDUPress;Учреждение SDU University;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108848887?hhtmFrom=vacancy_search_list
Начинающий No Code разработчик. Полный день оффлайн;ТОО BP Contact;Без опыта;150 000 – 200 000 ₸ на руки;https://almaty.hh.kz/vacancy/108234182?hhtmFrom=vacancy_search_list
IT директор;ТОО NKB Group Kazakhstan;"Опыт более 6&nbsp;лет";от 1 000 000 ₸ на руки;https://almaty.hh.kz/vacancy/107549186?hhtmFrom=vacancy_search_list
Junior AI Developer;MinglesAI;Опыт 1-3 года;400 – 600 $ на руки;https://almaty.hh.kz/vacancy/108326073?hhtmFrom=vacancy_search_list
Технический специалист (IT);Sulpak;Опыт 1-3 года;200 000 – 300 000 ₸ на руки;https://almaty.hh.kz/vacancy/108389304?hhtmFrom=vacancy_search_list
Сетевой инженер технической поддержки (Routing andSwitching);ТОО Winncom Technologies/Уиннком Технолоджис;Опыт 3-6 лет;500 000 – 1 000 000 ₸ на руки;https://almaty.hh.kz/vacancy/108611874?hhtmFrom=vacancy_search_list
Технический специалист AmoCRM;ИП AmoSpace;Опыт 1-3 года;200 000 – 300 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/108377545?hhtmFrom=vacancy_search_list
Бизнес-аналитик IT;ТОО Транспортный холдинг города Алматы;Опыт 1-3 года;до 800 000 ₸ на руки;https://almaty.hh.kz/vacancy/108450924?hhtmFrom=vacancy_search_list
Начальник отдела разработки;ТОО IDOCSKZ;"Опыт более 6&nbsp;лет";Not specified;https://almaty.hh.kz/vacancy/108579281?hhtmFrom=vacancy_search_list
Технический специалист - инженер;ООО Центр корпоративных технологий;Опыт 1-3 года;от 250 000 ₸ на руки;https://almaty.hh.kz/vacancy/108700585?hhtmFrom=vacancy_search_list
Менеджер службы поддержки клиентов;ТОО Технологии и развитие;Без опыта;250 000 – 500 000 ₸ до вычета налогов;https://almaty.hh.kz/vacancy/107855084?hhtmFrom=vacancy_search_list
Frontend-разработчик (Middle);ТОО Arbuz Group (Арбуз Груп);Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108361450?hhtmFrom=vacancy_search_list
Mid back-end developer (client-server application);ТОО DataMatrix Corp;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/107725048?hhtmFrom=vacancy_search_list
Инженер технической поддержки;ТОО EUROELECTRIC Kazakhstan;Опыт 3-6 лет;Not specified;https://almaty.hh.kz/vacancy/108617422?hhtmFrom=vacancy_search_list
Программист С++;ТОО WSE;Опыт 1-3 года;500 000 – 800 000 ₸ на руки;https://almaty.hh.kz/vacancy/108228331?hhtmFrom=vacancy_search_list
Оператор технической поддержки;ТОО Uno Group;Без опыта;150 000 – 220 000 ₸ на руки;https://almaty.hh.kz/vacancy/107941698?hhtmFrom=vacancy_search_list
Специалист по технической поддержке и клиентскому сервису;ТОО PAYDA Accounting Development (ПАЙДА Аккаунтинг Девелопмент);Опыт 1-3 года;от 400 000 ₸ на руки;https://almaty.hh.kz/vacancy/107542244?hhtmFrom=vacancy_search_list
Специалист поддержки пользователей Алисы и Станции со знанием казахского языка;Яндекс Крауд: Поддержка;Без опыта;Not specified;https://almaty.hh.kz/vacancy/105861916?hhtmFrom=vacancy_search_list
